,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
338469,user_1577,says gibson on headpiece,3PB5A5BD0XZLIE1Z4NL4Q6LA4PH7GZ,56.0,9f938cb5771d594580cbbabb0edf7284,guitar,ShapeNet,7f3f5c9953fb7e0a6cbec6f3d994a573,guitar,ShapeNet,False,guitar/ShapeNet/7f3f5c9953fb7e0a6cbec6f3d994a573,guitar/ShapeNet/9f938cb5771d594580cbbabb0edf7284,False,guitar,guitar,2,"['says', 'gibson', 'on', 'headpiece']",4,says gibson on headpiece,train,train,train,train,"[1, 1883, 3936, 20, 3907, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338473,user_1577,guitar body is not symmetrical,386PBUZZXHQUO1G2GN7H6OVRR0CLJX,119.0,fecefd8313bb5bcdd86d4f3257dfa437,guitar,ShapeNet,58de2533b7ce80b237058b1eaa7b4b1,guitar,ShapeNet,False,guitar/ShapeNet/58de2533b7ce80b237058b1eaa7b4b1,guitar/ShapeNet/fecefd8313bb5bcdd86d4f3257dfa437,False,guitar,guitar,2,"['guitar', 'body', 'is', 'not', 'symmetrical']",5,guitar body is not symmetrical,train,train,train,train,"[1, 757, 45, 7, 40, 489, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338474,user_1154,The corners of the upper body point upward.,3FTF2T8WLTBLTJFSYPN6Q5Y4T389WP,512.0,5c4ac761701cbcb21021cd55d164c0ed,guitar,ShapeNet,a92cd0b5d559075daa9518d76daaca23,guitar,ShapeNet,False,guitar/ShapeNet/a92cd0b5d559075daa9518d76daaca23,guitar/ShapeNet/5c4ac761701cbcb21021cd55d164c0ed,False,guitar,guitar,2,"['the', 'corners', 'of', 'the', 'upper', 'body', 'point', 'upward']",8,the corners of the upper body point upward,train,train,train,train,"[1, 10, 735, 38, 10, 1050, 45, 412, 79, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
338476,user_1032,its neck is shorter,3DOCMVPBTP7GVRA87YFOCNGX5I6NN0,92.0,675a76195e608c749f817bf67854cc42,guitar,ShapeNet,2c491c5718322fc4849457db85ec22c6,guitar,ShapeNet,False,guitar/ShapeNet/2c491c5718322fc4849457db85ec22c6,guitar/ShapeNet/675a76195e608c749f817bf67854cc42,False,guitar,guitar,2,"['its', 'neck', 'is', 'short', '-er']",5,its neck is short -er,train,train,train,train,"[1, 5, 509, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338477,user_1577,has no knobs on guitar body,3ITXP059PYCHSEBS0W4IIA9MJX2JSX,74.0,675a76195e608c749f817bf67854cc42,guitar,ShapeNet,2c491c5718322fc4849457db85ec22c6,guitar,ShapeNet,False,guitar/ShapeNet/2c491c5718322fc4849457db85ec22c6,guitar/ShapeNet/675a76195e608c749f817bf67854cc42,False,guitar,guitar,2,"['has', 'no', 'knobs', 'on', 'guitar', 'body']",6,has no knobs on guitar body,train,train,train,train,"[1, 24, 123, 224, 20, 757, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338479,user_2001,It has simpler control knobs on the body,33PPUNGG3AYVREGJ3T7ZGUSGGBBRZH,89.0,e2dd8689a41a4eb7a62113f6bf783f69,guitar,ShapeNet,bf041bc9abb1114597b6cc42b1ecbb47,guitar,ShapeNet,False,guitar/ShapeNet/bf041bc9abb1114597b6cc42b1ecbb47,guitar/ShapeNet/e2dd8689a41a4eb7a62113f6bf783f69,True,guitar,guitar,2,"['it', 'has', 'simple', '-er', 'control', 'knobs', 'on', 'the', 'body']",9,it has simple -er control knobs on the body,train,train,train,train,"[1, 23, 24, 421, 9, 235, 224, 20, 10, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
338481,user_1644,The neck is taller.,3EA3QWIZ4KOMC3417EO8GEQ8853ITT,128.0,9f938cb5771d594580cbbabb0edf7284,guitar,ShapeNet,22b29fbbf99e9cbde1c6f6ff6004a051,guitar,ShapeNet,False,guitar/ShapeNet/22b29fbbf99e9cbde1c6f6ff6004a051,guitar/ShapeNet/9f938cb5771d594580cbbabb0edf7284,True,guitar,guitar,2,"['the', 'neck', 'is', 'tall', '-er']",5,the neck is tall -er,train,train,train,train,"[1, 10, 509, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338483,user_1577,headstock is angled off to the side,3FUI0JHJPZR2NJOO7WBUUVKLVHM33C,59.0,910e903e228fc0ca8c8de43217db4540,guitar,ShapeNet,2ab76c46285aaccc6505b7589f976309,guitar,ShapeNet,False,guitar/ShapeNet/2ab76c46285aaccc6505b7589f976309,guitar/ShapeNet/910e903e228fc0ca8c8de43217db4540,False,guitar,guitar,2,"['headstock', 'is', 'angled', 'off', 'to', 'the', 'side']",7,headstock is angled off to the side,train,train,train,train,"[1, 3882, 7, 168, 57, 58, 10, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338486,user_354,It has a skinnier neck,3JBT3HLQFAVAF104Q13ABZS1FAYPZW,64.0,62f77c35b213ce976ac47c8f9e87947a,guitar,ShapeNet,ca9bba09dcae4b487693a84bff425e3,guitar,ShapeNet,False,guitar/ShapeNet/ca9bba09dcae4b487693a84bff425e3,guitar/ShapeNet/62f77c35b213ce976ac47c8f9e87947a,True,guitar,guitar,2,"['it', 'has', 'a', 'skinny', '-er', 'neck']",6,it has a skinny -er neck,train,train,train,train,"[1, 23, 24, 26, 282, 9, 509, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338490,user_1252,There are three tone / volume controls on the body of the Target guitar.,38BQUHLA9YTSVUPKWC01EXR2Q6AOMX,118.0,797bb7bbc5af3c6567a66e84fcbfe789,guitar,ShapeNet,ed1ca9a829715b78a71985b33d2601e3,guitar,ShapeNet,False,guitar/ShapeNet/ed1ca9a829715b78a71985b33d2601e3,guitar/ShapeNet/797bb7bbc5af3c6567a66e84fcbfe789,True,guitar,guitar,2,"['there', 'are', 'three', 'tone', 'volume', 'controls', 'on', 'the', 'body', 'of', 'the', 'target', 'guitar']",13,there are three tone volume controls on the body of the target guitar,train,train,train,train,"[1, 15, 16, 80, 3794, 1028, 326, 20, 10, 45, 38, 10, 11, 757, 2, 0, 0, 0]",body
338496,user_1032,The headstock is narrower,3Z2R0DQ0JJ7GCZ82SGELUCJQG3O2EP,127.0,71574955078e0e6191437d7de92c7dd7,guitar,ShapeNet,ad6cab75780f3f10d57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/ad6cab75780f3f10d57700c05b1862d8,guitar/ShapeNet/71574955078e0e6191437d7de92c7dd7,True,guitar,guitar,2,"['the', 'headstock', 'is', 'narrow', '-er']",5,the headstock is narrow -er,train,train,train,train,"[1, 10, 3882, 7, 210, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338501,user_1032,The body has a wider waist,3CFVK00FWNEI061VW4DSXKQM55P6LV,95.0,16afb97fe3882483cf45555a18e7351a,guitar,ShapeNet,ba597e1578fdd381bdb7b8a99c2de3d8,guitar,ShapeNet,False,guitar/ShapeNet/ba597e1578fdd381bdb7b8a99c2de3d8,guitar/ShapeNet/16afb97fe3882483cf45555a18e7351a,True,guitar,guitar,2,"['the', 'body', 'has', 'a', 'wide', '-er', 'waist']",7,the body has a wide -er waist,val,train,val,train,"[1, 10, 45, 24, 26, 83, 9, 1830, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338502,user_354,It has a more unique headstock design,3J88R45B2IRLA60PPJFPEECQ79KXPP,51.0,aebe041eaae1962921d62dae9ac1d30f,guitar,ShapeNet,a57ee03b7c376eb7b785a4ac4a0dbd73,guitar,ShapeNet,False,guitar/ShapeNet/a57ee03b7c376eb7b785a4ac4a0dbd73,guitar/ShapeNet/aebe041eaae1962921d62dae9ac1d30f,False,guitar,guitar,2,"['it', 'has', 'a', 'more', 'unique', 'headstock', 'design']",7,it has a more unique headstock design,train,train,train,train,"[1, 23, 24, 26, 34, 1240, 3882, 192, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338503,user_1577,body has a rougher outer diameter (is less smooth),3I02618YA2ZTT26UKE42U7DMDTHUPC,114.0,aebe041eaae1962921d62dae9ac1d30f,guitar,ShapeNet,a57ee03b7c376eb7b785a4ac4a0dbd73,guitar,ShapeNet,False,guitar/ShapeNet/a57ee03b7c376eb7b785a4ac4a0dbd73,guitar/ShapeNet/aebe041eaae1962921d62dae9ac1d30f,False,guitar,guitar,2,"['body', 'has', 'a', 'rough', '-er', 'outer', 'diameter', 'is', 'less', 'smooth']",10,body has a rough -er outer diameter is less smooth,train,train,train,train,"[1, 45, 24, 26, 2208, 9, 973, 268, 7, 229, 379, 2, 0, 0, 0, 0, 0, 0]",body
338506,user_1143,The target has visible turners on the head,3Y4W8Q93L1DKHKS4KVNCQZYGDGUDVB,108.0,ae52de8945d1626e79138d56f2e3aef3,guitar,ShapeNet,40ec077329c26d773127c5e409872bcc,guitar,ShapeNet,False,guitar/ShapeNet/40ec077329c26d773127c5e409872bcc,guitar/ShapeNet/ae52de8945d1626e79138d56f2e3aef3,True,guitar,guitar,2,"['the', 'target', 'has', 'visible', 'turners', 'on', 'the', 'head']",8,the target has visible turners on the head,train,train,train,train,"[1, 10, 11, 24, 185, 3895, 20, 10, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
338512,user_354,It has large knobs on the right side of its body,3P59JYT76NDI1IQZIB3GTYJRJ6A2T0,42.0,214f6a08b78670de2cb522418d5742a0,guitar,ShapeNet,bf7026f9814230414269db3f92b7aa5e,guitar,ShapeNet,False,guitar/ShapeNet/bf7026f9814230414269db3f92b7aa5e,guitar/ShapeNet/214f6a08b78670de2cb522418d5742a0,False,guitar,guitar,2,"['it', 'has', 'large', 'knobs', 'on', 'the', 'right', 'side', 'of', 'its', 'body']",11,it has large knobs on the right side of its body,train,train,train,train,"[1, 23, 24, 94, 224, 20, 10, 118, 22, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
338514,user_361,The body is wider in the lower bout,320DUZ38G9FE29215WA1TWQJVJJJGI,44.0,abf0a261cd0d01512c6fb4acc0f83de6,guitar,ShapeNet,6c9f5cce840dd728d74aae0eb2ddb027,guitar,ShapeNet,False,guitar/ShapeNet/6c9f5cce840dd728d74aae0eb2ddb027,guitar/ShapeNet/abf0a261cd0d01512c6fb4acc0f83de6,True,guitar,guitar,2,"['the', 'body', 'is', 'wide', '-er', 'in', 'the', 'low', '-er', 'bout']",10,the body is wide -er in the low -er bout,train,train,train,train,"[1, 10, 45, 7, 83, 9, 90, 10, 345, 9, 3888, 2, 0, 0, 0, 0, 0, 0]",body
338515,user_1154,A small pickguard is on the body next to the top pickup.,39RP059MEJM8C00BS7VF8DR3J25MBV,69.0,abf0a261cd0d01512c6fb4acc0f83de6,guitar,ShapeNet,6c9f5cce840dd728d74aae0eb2ddb027,guitar,ShapeNet,False,guitar/ShapeNet/6c9f5cce840dd728d74aae0eb2ddb027,guitar/ShapeNet/abf0a261cd0d01512c6fb4acc0f83de6,True,guitar,guitar,2,"['a', 'small', 'pickguard', 'is', 'on', 'the', 'body', 'next', 'to', 'the', 'top', 'pickup']",12,a small pickguard is on the body next to the top pickup,train,train,train,train,"[1, 26, 111, 3924, 7, 20, 10, 45, 594, 58, 10, 99, 3894, 2, 0, 0, 0, 0]",body
338518,user_1529,The body's overall shpae is rectangular.,3BEFOD78W8MOR1F2DSLS0ZLX98ZM4W,272.0,1b7aed896667193ed5006a9fa189ec8a,guitar,ShapeNet,9262812345d784f846ce38f148ceb1a,guitar,ShapeNet,False,guitar/ShapeNet/9262812345d784f846ce38f148ceb1a,guitar/ShapeNet/1b7aed896667193ed5006a9fa189ec8a,False,guitar,guitar,2,"['the', 'body', ""'s"", 'overall', 'shape', 'is', 'rectangular']",7,the body 's overall shape is rectangular,train,train,train,train,"[1, 10, 45, 12, 201, 93, 7, 128, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338523,user_1252,The head of the Target guitar is rounded at the top.,3QY5DC2MXTDH2PH06B8XIDZIBROUFB,327.0,bf7026f9814230414269db3f92b7aa5e,guitar,ShapeNet,f7f1f2430ff969e9eb2f514f87188941,guitar,ShapeNet,False,guitar/ShapeNet/f7f1f2430ff969e9eb2f514f87188941,guitar/ShapeNet/bf7026f9814230414269db3f92b7aa5e,False,guitar,guitar,2,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'rounded', 'at', 'the', 'top']",11,the head of the target guitar is rounded at the top,train,train,train,train,"[1, 10, 107, 38, 10, 11, 757, 7, 48, 98, 10, 99, 2, 0, 0, 0, 0, 0]",head
338524,user_65,The neck is off-centre,3HMIGG0U4NZP4JRI8YZGB6O9K45Y81,79.0,ef4fd97b0605d39d3f1082c2ac460e88,guitar,ShapeNet,c4d76ad65741ed1cdf16e78e07c53dc6,guitar,ShapeNet,False,guitar/ShapeNet/c4d76ad65741ed1cdf16e78e07c53dc6,guitar/ShapeNet/ef4fd97b0605d39d3f1082c2ac460e88,False,guitar,guitar,2,"['the', 'neck', 'is', 'off', 'centre']",5,the neck is off centre,train,train,train,train,"[1, 10, 509, 7, 57, 1623, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338526,user_354,It has multiple knobs on the right side of its body,3PQ8K71NHZD2RPMUPQ5E4BCX7CKAAB,46.0,d4ec02d3ebae75249f4d0101328eae2,guitar,ShapeNet,e0d1720034ed6333542e93670cfd32f,guitar,ShapeNet,False,guitar/ShapeNet/e0d1720034ed6333542e93670cfd32f,guitar/ShapeNet/d4ec02d3ebae75249f4d0101328eae2,False,guitar,guitar,2,"['it', 'has', 'multiple', 'knobs', 'on', 'the', 'right', 'side', 'of', 'its', 'body']",11,it has multiple knobs on the right side of its body,test,train,test,train,"[1, 23, 24, 258, 224, 20, 10, 118, 22, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
338530,user_354,It has one less pickup on its body,3VP0C6EFSIP26OJGWGE7XX5B50L6MJ,69.0,de424132b05e349793f0194265a9746c,guitar,ShapeNet,57c71d56ec72bd8d63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/57c71d56ec72bd8d63e148e250c0340d,guitar/ShapeNet/de424132b05e349793f0194265a9746c,False,guitar,guitar,2,"['it', 'has', 'one', 'less', 'pickup', 'on', 'its', 'body']",8,it has one less pickup on its body,train,train,train,train,"[1, 23, 24, 19, 229, 3894, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
338531,user_2001,It has a smaller headstock,3LRKMWOKB7AENUZYO3SYFMK840S2Z8,91.0,de424132b05e349793f0194265a9746c,guitar,ShapeNet,57c71d56ec72bd8d63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/57c71d56ec72bd8d63e148e250c0340d,guitar/ShapeNet/de424132b05e349793f0194265a9746c,False,guitar,guitar,2,"['it', 'has', 'a', 'small', '-er', 'headstock']",6,it has a small -er headstock,train,train,train,train,"[1, 23, 24, 26, 111, 9, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338532,user_1143,The target has six tuning heads,3E47SOBEYSP5QM2QLSTIR4Q4KETICQ,61.0,c8acdfaec5008118343b0b12983b9982,guitar,ShapeNet,9768ded42e36d84363e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/9768ded42e36d84363e148e250c0340d,guitar/ShapeNet/c8acdfaec5008118343b0b12983b9982,False,guitar,guitar,2,"['the', 'target', 'has', 'six', 'tuning', 'heads']",6,the target has six tuning heads,train,train,train,train,"[1, 10, 11, 24, 553, 3883, 473, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338533,user_1601,It has an asymmetrical body shape.,3X65QVEQI2G7GNAW6VQVJKIW1ILLC5,291.0,c8acdfaec5008118343b0b12983b9982,guitar,ShapeNet,9768ded42e36d84363e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/9768ded42e36d84363e148e250c0340d,guitar/ShapeNet/c8acdfaec5008118343b0b12983b9982,False,guitar,guitar,2,"['it', 'has', 'an', 'asymmetrical', 'body', 'shape']",6,it has an asymmetrical body shape,train,train,train,train,"[1, 23, 24, 72, 1101, 45, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338534,user_677,One can see thru the headstock,3SEPORI8WPS3SXU21ILDL436G1NAZG,167.0,e709e622fb4f54546d9376f644442e99,guitar,ShapeNet,4f401d78068a9d348ee96618ee16ca27,guitar,ShapeNet,False,guitar/ShapeNet/4f401d78068a9d348ee96618ee16ca27,guitar/ShapeNet/e709e622fb4f54546d9376f644442e99,True,guitar,guitar,2,"['one', 'can', 'see', 'thru', 'the', 'headstock']",6,one can see thru the headstock,train,train,train,train,"[1, 19, 1168, 1621, 3898, 10, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338535,user_1598,The target has 6 holes at the bottom of its body.,32UTUBMZ7IPR2NUK6ZW6V9AGAYUBVK,132.0,e709e622fb4f54546d9376f644442e99,guitar,ShapeNet,4f401d78068a9d348ee96618ee16ca27,guitar,ShapeNet,False,guitar/ShapeNet/4f401d78068a9d348ee96618ee16ca27,guitar/ShapeNet/e709e622fb4f54546d9376f644442e99,True,guitar,guitar,2,"['the', 'target', 'has', 'six', 'holes', 'at', 'the', 'bottom', 'of', 'its', 'body']",11,the target has six holes at the bottom of its body,train,train,train,train,"[1, 10, 11, 24, 553, 234, 98, 10, 76, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
338536,user_1577,headpiece has two points on it,33C7UALJVNRSEDGFW9S7XJDZDK218E,275.0,22033c6d7e5a90f193f0194265a9746c,guitar,ShapeNet,e45f323ce7ecab8393f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/e45f323ce7ecab8393f0194265a9746c,guitar/ShapeNet/22033c6d7e5a90f193f0194265a9746c,True,guitar,guitar,2,"['headpiece', 'has', 'two', 'points', 'on', 'it']",6,headpiece has two points on it,train,train,train,train,"[1, 3907, 24, 17, 298, 20, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338538,user_354,It does not have any pickups on its body,3JWH6J9I9U6EUILB48AFLSG3OXVBNA,39.0,54aab60ad947a9da37d3e9143e987d83,guitar,ShapeNet,919859cf5b204b917ccaebc549d343e1,guitar,ShapeNet,False,guitar/ShapeNet/919859cf5b204b917ccaebc549d343e1,guitar/ShapeNet/54aab60ad947a9da37d3e9143e987d83,True,guitar,guitar,2,"['it', 'does', 'not', 'have', 'any', 'pickups', 'on', 'its', 'body']",9,it does not have any pickups on its body,train,train,train,train,"[1, 23, 39, 40, 84, 278, 3878, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
338542,user_156,It has no knobs on its body.,336YQZE83X76NKJ2RX425RRB978M5L,75.0,13c12d297a29357919179b9e5a0c010c,guitar,ShapeNet,dcb51f940894768f4fc7398f5eb0c5e1,guitar,ShapeNet,False,guitar/ShapeNet/dcb51f940894768f4fc7398f5eb0c5e1,guitar/ShapeNet/13c12d297a29357919179b9e5a0c010c,False,guitar,guitar,2,"['it', 'has', 'no', 'knobs', 'on', 'its', 'body']",7,it has no knobs on its body,train,train,train,train,"[1, 23, 24, 123, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338544,user_156,It has four pickups on its body.,3483FV8BEGCCZKFNMYVNIORDZUJ625,58.0,d546e034a6c659a425cd348738a8052a,guitar,ShapeNet,ba7ef4973b9c4f995eec6d8d24f1fde1,guitar,ShapeNet,False,guitar/ShapeNet/ba7ef4973b9c4f995eec6d8d24f1fde1,guitar/ShapeNet/d546e034a6c659a425cd348738a8052a,False,guitar,guitar,2,"['it', 'has', 'four', 'pickups', 'on', 'its', 'body']",7,it has four pickups on its body,val,train,val,train,"[1, 23, 24, 322, 3878, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338545,user_1529,The head is a triangular shape.,3K5TEWLKGX41PV8QC9ONHWET5JCIVO,186.0,d546e034a6c659a425cd348738a8052a,guitar,ShapeNet,ba7ef4973b9c4f995eec6d8d24f1fde1,guitar,ShapeNet,False,guitar/ShapeNet/ba7ef4973b9c4f995eec6d8d24f1fde1,guitar/ShapeNet/d546e034a6c659a425cd348738a8052a,False,guitar,guitar,2,"['the', 'head', 'is', 'a', 'triangular', 'shape']",6,the head is a triangular shape,val,train,val,train,"[1, 10, 107, 7, 26, 564, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338546,user_354,Its body looks like an axe,3IO1LGZLKBQNLZHC2F4OSF4GLA086V,47.0,a5825f1ffa48c72f3754416ec24e02bc,guitar,ShapeNet,d3684d071dcb6bffd3193ed047bef161,guitar,ShapeNet,False,guitar/ShapeNet/d3684d071dcb6bffd3193ed047bef161,guitar/ShapeNet/a5825f1ffa48c72f3754416ec24e02bc,False,guitar,guitar,2,"['its', 'body', 'looks', 'like', 'an', 'axe']",6,its body looks like an axe,train,train,train,train,"[1, 5, 45, 33, 35, 72, 3129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338547,user_677,Its head is less symmetric,3JCG6DTRV5JM1L0S3IZMKB67FH8QQV,67.0,a5825f1ffa48c72f3754416ec24e02bc,guitar,ShapeNet,d3684d071dcb6bffd3193ed047bef161,guitar,ShapeNet,False,guitar/ShapeNet/d3684d071dcb6bffd3193ed047bef161,guitar/ShapeNet/a5825f1ffa48c72f3754416ec24e02bc,False,guitar,guitar,2,"['its', 'head', 'is', 'less', 'symmetric']",5,its head is less symmetric,train,train,train,train,"[1, 5, 107, 7, 229, 788, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338549,user_2046,The target neck is skinnier,3ZPBJO59KRUFZJXKF668BY77566HDM,125.0,b6d2d35747549a5b93f0194265a9746c,guitar,ShapeNet,6422681d33a052c393b667ec2f48a310,guitar,ShapeNet,False,guitar/ShapeNet/6422681d33a052c393b667ec2f48a310,guitar/ShapeNet/b6d2d35747549a5b93f0194265a9746c,False,guitar,guitar,2,"['the', 'target', 'neck', 'is', 'skinny', '-er']",6,the target neck is skinny -er,val,train,val,train,"[1, 10, 11, 509, 7, 282, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338550,user_1154,"The headstock is ""V"" shaped.",36ZN444YTTR6ZBZTBX29M4KL9ZVOIQ,182.0,1218fa3b8681bfa5d57700c05b1862d8,guitar,ShapeNet,153e7883f6cf0e66d57700c05b1862d8,guitar,ShapeNet,False,guitar/ShapeNet/153e7883f6cf0e66d57700c05b1862d8,guitar/ShapeNet/1218fa3b8681bfa5d57700c05b1862d8,True,guitar,guitar,2,"['the', 'headstock', 'is', 'v', 'shaped']",5,the headstock is v shaped,train,train,train,train,"[1, 10, 3882, 7, 384, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338554,user_354,Its headstock is shaped like a triangle,3XM0HYN6NMSC4698UEPXQPRJR2JEP5,108.0,8402cf0cbb6dfc92b5b477b4ad381f9,guitar,ShapeNet,233064561655ddbce4ca9fc57c06f078,guitar,ShapeNet,False,guitar/ShapeNet/233064561655ddbce4ca9fc57c06f078,guitar/ShapeNet/8402cf0cbb6dfc92b5b477b4ad381f9,False,guitar,guitar,2,"['its', 'headstock', 'is', 'shaped', 'like', 'a', 'triangle']",7,its headstock is shaped like a triangle,train,train,train,train,"[1, 5, 3882, 7, 14, 35, 26, 608, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338555,user_1712,the body is not rounded,35DR22AR5FDE3HV2RLII1B9P2HJX3C,64.0,8402cf0cbb6dfc92b5b477b4ad381f9,guitar,ShapeNet,233064561655ddbce4ca9fc57c06f078,guitar,ShapeNet,False,guitar/ShapeNet/233064561655ddbce4ca9fc57c06f078,guitar/ShapeNet/8402cf0cbb6dfc92b5b477b4ad381f9,False,guitar,guitar,2,"['the', 'body', 'is', 'not', 'rounded']",5,the body is not rounded,train,train,train,train,"[1, 10, 45, 7, 40, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338559,user_1154,The top of the headstock slightly points up.,39ZSFO5CAAPX7R3WP1ZIXBRA4S8JUU,221.0,b427af4fcda02cf61a2c693bb85517c2,guitar,ShapeNet,5c569af400d756335e98dae1ae7ba143,guitar,ShapeNet,False,guitar/ShapeNet/5c569af400d756335e98dae1ae7ba143,guitar/ShapeNet/b427af4fcda02cf61a2c693bb85517c2,False,guitar,guitar,2,"['the', 'top', 'of', 'the', 'headstock', 'slightly', 'points', 'up']",8,the top of the headstock slightly points up,train,train,train,train,"[1, 10, 99, 38, 10, 3882, 174, 298, 269, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
338562,user_354,It does not have a pickup on its body,3WJEQKOXAAV6X19UT7CLTAJU3AOA1H,38.0,14ca31ac1b2801f2d57700c05b1862d8,guitar,ShapeNet,133ebdf2ca7bf4b81d4e8021f58beea0,guitar,ShapeNet,False,guitar/ShapeNet/133ebdf2ca7bf4b81d4e8021f58beea0,guitar/ShapeNet/14ca31ac1b2801f2d57700c05b1862d8,False,guitar,guitar,2,"['it', 'does', 'not', 'have', 'a', 'pickup', 'on', 'its', 'body']",9,it does not have a pickup on its body,train,train,train,train,"[1, 23, 39, 40, 84, 26, 3894, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
338567,user_1644,The neck is shorter.,3ZPBJO59KRUFZJXKF668BY775GVHDV,40.0,82f1a0f72d800cbd93f0194265a9746c,guitar,ShapeNet,a19b20b4ec66e57d6ee1932063f20d95,guitar,ShapeNet,False,guitar/ShapeNet/a19b20b4ec66e57d6ee1932063f20d95,guitar/ShapeNet/82f1a0f72d800cbd93f0194265a9746c,False,guitar,guitar,2,"['the', 'neck', 'is', 'short', '-er']",5,the neck is short -er,train,train,train,train,"[1, 10, 509, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338572,user_354,It has four knobs on its body,34S9DKFK75IA7QEME0OZT3E491VNY9,38.0,4275faf3b0234007f03058f020a47ca5,guitar,ShapeNet,c0e00a9f55c9562a1f41064618762936,guitar,ShapeNet,False,guitar/ShapeNet/c0e00a9f55c9562a1f41064618762936,guitar/ShapeNet/4275faf3b0234007f03058f020a47ca5,False,guitar,guitar,2,"['it', 'has', 'four', 'knobs', 'on', 'its', 'body']",7,it has four knobs on its body,train,train,train,train,"[1, 23, 24, 322, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338574,user_354,It has one headstock,3FQ5JJ512NHFNLP5ALN8KVZTBM2KNR,71.0,5dd9e0c35898183bfbeef84a1ff2df7f,guitar,ShapeNet,2e2d2d6dbb316502872341b062fa57a9,guitar,ShapeNet,False,guitar/ShapeNet/2e2d2d6dbb316502872341b062fa57a9,guitar/ShapeNet/5dd9e0c35898183bfbeef84a1ff2df7f,False,guitar,guitar,2,"['it', 'has', 'one', 'headstock']",4,it has one headstock,train,train,train,train,"[1, 23, 24, 19, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
