,Unnamed: 0,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords,part_manually,part_llama3
124936,124936,user_1696,it has a square base,3GU1KF0O4KUEX3XOKNN7PHLX7H5PBK,68.0,c6424950ca9447627d8864caa856253b,lamp,ShapeNet,99688a2668fe1fa3cf004563556ddb36,lamp,ShapeNet,False,lamp/ShapeNet/99688a2668fe1fa3cf004563556ddb36,lamp/ShapeNet/c6424950ca9447627d8864caa856253b,False,lamp,lamp,2,"['it', 'has', 'a', 'square', 'base']",5,it has a square base,val,train,val,train,"[1, 23, 24, 26, 50, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124937,124937,user_947,Its base is rectangular.,3PH3VY7DJNQ0ZAX52NH53T0WRHXZWY,37.0,c6424950ca9447627d8864caa856253b,lamp,ShapeNet,99688a2668fe1fa3cf004563556ddb36,lamp,ShapeNet,False,lamp/ShapeNet/99688a2668fe1fa3cf004563556ddb36,lamp/ShapeNet/c6424950ca9447627d8864caa856253b,False,lamp,lamp,2,"['its', 'base', 'is', 'rectangular']",4,its base is rectangular,val,train,val,train,"[1, 5, 103, 7, 128, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124940,124940,user_1885,it does not have a shade,3OLQQLKKNUIGIV6AZ1KDTT561G7EJ6,117.0,80ced01703281d8e87de7314a5215f9d,lamp,ShapeNet,b6200d3340e31bf4da2dc0e73fb5c1f7,lamp,ShapeNet,False,lamp/ShapeNet/b6200d3340e31bf4da2dc0e73fb5c1f7,lamp/ShapeNet/80ced01703281d8e87de7314a5215f9d,True,lamp,lamp,2,"['it', 'does', 'not', 'have', 'a', 'shade']",6,it does not have a shade,train,train,train,train,"[1, 23, 39, 40, 84, 26, 1873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124942,124942,user_947,Its base is shaped more like a belle.,3QEMNNSB2ZSI6UR82XKWKLICA9LD7K,72.0,fd1371c24e12c16251d6edf97cc5502d,lamp,ShapeNet,a21744a28956c93cc5a208307819a3a1,lamp,ShapeNet,True,lamp/ShapeNet/a21744a28956c93cc5a208307819a3a1,lamp/ShapeNet/fd1371c24e12c16251d6edf97cc5502d,True,lamp,lamp,2,"['its', 'base', 'is', 'shaped', 'more', 'like', 'a', 'belle']",8,its base is shaped more like a belle,train,train,train,train,"[1, 5, 103, 7, 14, 34, 35, 26, 3211, 2, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124943,124943,user_1380,The base is wider.,30IQTZXKAMZIMPW58Y0ZZDBHIDYX0D,586.0,lamp_0001,lamp,ModelNet,4fe9a79b382d30fb1735ea0e092a805a,lamp,ShapeNet,False,lamp/ShapeNet/4fe9a79b382d30fb1735ea0e092a805a,lamp/ModelNet/lamp_0001,True,lamp,lamp,2,"['the', 'base', 'is', 'wide', '-er']",5,the base is wide -er,train,train,train,train,"[1, 10, 103, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124946,124946,user_1156,The target base is narrower.,3X73LLYYQ37OLVOX40KB73J02GLNHG,31.0,2af78c0b040634e5881cd5e2fd8f0f3b,lamp,ShapeNet,d7760d5f9e1e6a622cd2160e449d45ae,lamp,ShapeNet,False,lamp/ShapeNet/d7760d5f9e1e6a622cd2160e449d45ae,lamp/ShapeNet/2af78c0b040634e5881cd5e2fd8f0f3b,False,lamp,lamp,2,"['the', 'target', 'base', 'is', 'narrow', '-er']",6,the target base is narrow -er,train,train,train,train,"[1, 10, 11, 103, 7, 210, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124947,124947,user_75,The shade is smaller.,3DQQ64TANIE6L6VZFEJ3CVYIHJOPW3,333.0,b668df78adedbd1735ea0e092a805a,lamp,ShapeNet,e37de82cff38f88d1735ea0e092a805a,lamp,ShapeNet,False,lamp/ShapeNet/e37de82cff38f88d1735ea0e092a805a,lamp/ShapeNet/b668df78adedbd1735ea0e092a805a,False,lamp,lamp,2,"['the', 'shade', 'is', 'small', '-er']",5,the shade is small -er,train,train,train,train,"[1, 10, 1873, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124949,124949,user_932,it has a circular base.,38SKSKU7R3QYTQWWY5MHUNGQXXPLIS,502.0,ff07372af062502af47e57eb62ec59ec,lamp,ShapeNet,68b79b143cb1538c3087f84b199fd297,lamp,ShapeNet,False,lamp/ShapeNet/68b79b143cb1538c3087f84b199fd297,lamp/ShapeNet/ff07372af062502af47e57eb62ec59ec,True,lamp,lamp,2,"['it', 'has', 'a', 'circular', 'base']",5,it has a circular base,train,train,train,train,"[1, 23, 24, 26, 102, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124950,124950,user_903,Its lampshade fitting is visible,3HFNH7HEMJ7VOW6E0MUAQX24SR3QGF,67.0,ff07372af062502af47e57eb62ec59ec,lamp,ShapeNet,68b79b143cb1538c3087f84b199fd297,lamp,ShapeNet,False,lamp/ShapeNet/68b79b143cb1538c3087f84b199fd297,lamp/ShapeNet/ff07372af062502af47e57eb62ec59ec,True,lamp,lamp,2,"['its', 'lampshade', 'fitting', 'is', 'visible']",5,its lampshade fitting is visible,train,train,train,train,"[1, 5, 3402, 4385, 7, 185, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124951,124951,user_158,Its base is not as rounded.,354P56DE9MWO8JAQZNFLFK4CBC57SI,369.0,6e5a9f4f1f0ba4a7beb83c64f2162734,lamp,ShapeNet,f6eeb5d67c32616648fda83c10428379,lamp,ShapeNet,False,lamp/ShapeNet/f6eeb5d67c32616648fda83c10428379,lamp/ShapeNet/6e5a9f4f1f0ba4a7beb83c64f2162734,True,lamp,lamp,2,"['its', 'base', 'is', 'not', 'as', 'rounded']",6,its base is not as rounded,train,train,train,train,"[1, 5, 103, 7, 40, 52, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124952,124952,user_1797,Its base is pumpkin shaped,3LYA37P8ISGDMC087VIZT0ZYD8MBKU,67.0,6e5a9f4f1f0ba4a7beb83c64f2162734,lamp,ShapeNet,f6eeb5d67c32616648fda83c10428379,lamp,ShapeNet,False,lamp/ShapeNet/f6eeb5d67c32616648fda83c10428379,lamp/ShapeNet/6e5a9f4f1f0ba4a7beb83c64f2162734,True,lamp,lamp,2,"['its', 'base', 'is', 'pumpkin', 'shaped']",5,its base is pumpkin shaped,train,train,train,train,"[1, 5, 103, 7, 853, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124953,124953,user_76,the shade is roughly half the total height,37ZHEEHM6YFKO2PB98EK7CW0JWY37E,85.0,ac662716b87687be71e364dec61013a6,lamp,ShapeNet,369555d5aca3e7e65a31d91ec836a511,lamp,ShapeNet,False,lamp/ShapeNet/369555d5aca3e7e65a31d91ec836a511,lamp/ShapeNet/ac662716b87687be71e364dec61013a6,True,lamp,lamp,2,"['the', 'shade', 'is', 'roughly', 'half', 'the', 'total', 'height']",8,the shade is roughly half the total height,train,train,train,train,"[1, 10, 1873, 7, 994, 158, 10, 1106, 117, 2, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124954,124954,user_1439,the base legs are shorter,3J4Q2Z4UT0WRLIWEFRYSC0OSMF7QWS,77.0,ac662716b87687be71e364dec61013a6,lamp,ShapeNet,369555d5aca3e7e65a31d91ec836a511,lamp,ShapeNet,True,lamp/ShapeNet/369555d5aca3e7e65a31d91ec836a511,lamp/ShapeNet/ac662716b87687be71e364dec61013a6,True,lamp,lamp,2,"['the', 'base', 'legs', 'are', 'short', '-er']",6,the base legs are short -er,train,train,train,train,"[1, 10, 103, 547, 16, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",unknown,,base
124955,124955,user_1696,the base is broader,37U1UTWH9XFG7IFWU37M3AVB0U9R8I,314.0,d05b908d82722b5ab15194162f658e87,lamp,ShapeNet,ee9849dc8d93e16c118ddfdb81cc6068,lamp,ShapeNet,False,lamp/ShapeNet/ee9849dc8d93e16c118ddfdb81cc6068,lamp/ShapeNet/d05b908d82722b5ab15194162f658e87,False,lamp,lamp,2,"['the', 'base', 'is', 'broad', '-er']",5,the base is broad -er,train,train,train,train,"[1, 10, 103, 7, 336, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124956,124956,user_106,The wide section of its body is wider.,3KMS4QQVK4J3ZTCOCX4VCQQJS6WFKY,135.0,d05b908d82722b5ab15194162f658e87,lamp,ShapeNet,ee9849dc8d93e16c118ddfdb81cc6068,lamp,ShapeNet,False,lamp/ShapeNet/ee9849dc8d93e16c118ddfdb81cc6068,lamp/ShapeNet/d05b908d82722b5ab15194162f658e87,False,lamp,lamp,2,"['the', 'wide', 'section', 'of', 'its', 'body', 'is', 'wide', '-er']",9,the wide section of its body is wide -er,train,train,train,train,"[1, 10, 83, 354, 38, 5, 45, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0]",tube,,
124959,124959,user_1961,It's base is wider,3KRVW3HTZPE7TMHD3THAY21261XSMB,73.0,b11c3bda15930ee7bba5aaac798c64af,lamp,ShapeNet,6a11bbf62bfb5a5a59f8e31ca87c470e,lamp,ShapeNet,False,lamp/ShapeNet/6a11bbf62bfb5a5a59f8e31ca87c470e,lamp/ShapeNet/b11c3bda15930ee7bba5aaac798c64af,False,lamp,lamp,2,"['it', 'is', 'base', 'is', 'wide', '-er']",6,it is base is wide -er,val,train,val,train,"[1, 23, 7, 103, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124961,124961,user_947,It has a thinner pole.,338JKRMM28SH1CU8VWF6LXZ039MAHJ,30.0,366b8a4c8e38961597910e2efc6028df,lamp,ShapeNet,4c757abf44253f8360ad823977adaa23,lamp,ShapeNet,False,lamp/ShapeNet/4c757abf44253f8360ad823977adaa23,lamp/ShapeNet/366b8a4c8e38961597910e2efc6028df,True,lamp,lamp,2,"['it', 'has', 'a', 'thin', '-er', 'pole']",6,it has a thin -er pole,train,train,train,train,"[1, 23, 24, 26, 60, 9, 1299, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
124962,124962,user_2122,Has a narrower pole,339ANSOTR7VN9KEED5AGFN3B8YVIKZ,201.0,366b8a4c8e38961597910e2efc6028df,lamp,ShapeNet,4c757abf44253f8360ad823977adaa23,lamp,ShapeNet,False,lamp/ShapeNet/4c757abf44253f8360ad823977adaa23,lamp/ShapeNet/366b8a4c8e38961597910e2efc6028df,True,lamp,lamp,2,"['has', 'a', 'narrow', '-er', 'pole']",5,has a narrow -er pole,train,train,train,train,"[1, 24, 26, 210, 9, 1299, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
124964,124964,user_1156,The target lampshades are further apart.,3WMOAN2SRDQT3WJH9P1FM4A9AVYNV8,44.0,90d70f0a6b1cf72d79f0be73913de469,lamp,ShapeNet,19d4c28ca3da609a5beaf00da5b709c2,lamp,ShapeNet,False,lamp/ShapeNet/19d4c28ca3da609a5beaf00da5b709c2,lamp/ShapeNet/90d70f0a6b1cf72d79f0be73913de469,True,lamp,lamp,2,"['the', 'target', 'lampshades', 'are', 'far', '-er', 'apart']",7,the target lampshades are far -er apart,train,train,train,train,"[1, 10, 11, 4342, 16, 78, 9, 575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124965,124965,user_947,The top of the lampshade has a large point.,33JKGHPFYENAD9P8VX0OZ8RWJ2JMNN,43.0,441726d957d718a137b2bb75885cfc44,lamp,ShapeNet,21a4556c02678fd7e59f529cd1b6faa8,lamp,ShapeNet,False,lamp/ShapeNet/21a4556c02678fd7e59f529cd1b6faa8,lamp/ShapeNet/441726d957d718a137b2bb75885cfc44,False,lamp,lamp,2,"['the', 'top', 'of', 'the', 'lampshade', 'has', 'a', 'large', 'point']",9,the top of the lampshade has a large point,train,train,train,train,"[1, 10, 99, 38, 10, 3402, 24, 26, 94, 412, 2, 0, 0, 0, 0, 0, 0, 0]",shade,,
124966,124966,user_261,shade has a long cone at the top,386CSBG1O1FTR3H8O9LOE6PFYCHQ6S,162.0,441726d957d718a137b2bb75885cfc44,lamp,ShapeNet,21a4556c02678fd7e59f529cd1b6faa8,lamp,ShapeNet,True,lamp/ShapeNet/21a4556c02678fd7e59f529cd1b6faa8,lamp/ShapeNet/441726d957d718a137b2bb75885cfc44,False,lamp,lamp,2,"['shade', 'has', 'a', 'long', 'cone', 'at', 'the', 'top']",8,shade has a long cone at the top,train,train,train,train,"[1, 1873, 24, 26, 32, 143, 98, 10, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124967,124967,user_952,It has one cone shaped shade.,3EFE17QCREYL18G2CW1X6XT6PFUHSN,103.0,6dd3bf7b105e88e79d3154c451a33fc0,lamp,ShapeNet,1b957f2c258ed744b3c42e318f3affc,lamp,ShapeNet,False,lamp/ShapeNet/1b957f2c258ed744b3c42e318f3affc,lamp/ShapeNet/6dd3bf7b105e88e79d3154c451a33fc0,False,lamp,lamp,2,"['it', 'has', 'one', 'cone', 'shaped', 'shade']",6,it has one cone shaped shade,test,train,test,train,"[1, 23, 24, 19, 143, 14, 1873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124968,124968,user_728,The pole is slender,3I02618YA2ZTT26UKE42U7DLW2LPUA,351.0,6dd3bf7b105e88e79d3154c451a33fc0,lamp,ShapeNet,1b957f2c258ed744b3c42e318f3affc,lamp,ShapeNet,False,lamp/ShapeNet/1b957f2c258ed744b3c42e318f3affc,lamp/ShapeNet/6dd3bf7b105e88e79d3154c451a33fc0,False,lamp,lamp,2,"['the', 'pole', 'is', 'slender']",4,the pole is slender,test,train,test,train,"[1, 10, 1299, 7, 116, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
124969,124969,user_947,The pole support is more cylindrical and does not tapper up as much.,3SPJ033423WEO0N1Z2W70WXMJSWYJP,86.0,e178ab3b967c7fddc901d9dddb735c9f,lamp,ShapeNet,441726d957d718a137b2bb75885cfc44,lamp,ShapeNet,False,lamp/ShapeNet/441726d957d718a137b2bb75885cfc44,lamp/ShapeNet/e178ab3b967c7fddc901d9dddb735c9f,True,lamp,lamp,2,"['the', 'pole', 'support', 'is', 'more', 'cylindrical', 'and', 'does', 'not', 'tapper', 'up', 'as', 'much']",13,the pole support is more cylindrical and does not tapper up as much,train,train,train,train,"[1, 10, 1299, 843, 7, 34, 176, 47, 39, 40, 4884, 269, 52, 59, 2, 0, 0, 0]",tube,,
124970,124970,user_952,The wire is slightly wavy.,3V5Q80FXIZKD21S53WXPBLFS8GM328,108.0,e178ab3b967c7fddc901d9dddb735c9f,lamp,ShapeNet,441726d957d718a137b2bb75885cfc44,lamp,ShapeNet,False,lamp/ShapeNet/441726d957d718a137b2bb75885cfc44,lamp/ShapeNet/e178ab3b967c7fddc901d9dddb735c9f,True,lamp,lamp,2,"['the', 'wire', 'is', 'slightly', 'wavy']",5,the wire is slightly wavy,train,train,train,train,"[1, 10, 237, 7, 174, 660, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bulb,,
124971,124971,user_1696,its shade is plainer,304SM51WA5XBAVDGC4R1KMQ8U29SB2,1106.0,670525c759c07ac71560641bf48464ff,lamp,ShapeNet,c1d2b20435cbeea0c0028f3b08785d05,lamp,ShapeNet,False,lamp/ShapeNet/c1d2b20435cbeea0c0028f3b08785d05,lamp/ShapeNet/670525c759c07ac71560641bf48464ff,True,lamp,lamp,2,"['its', 'shade', 'is', 'plainer']",4,its shade is plainer,test,train,test,train,"[1, 5, 1873, 7, 1241, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124972,124972,user_106,The bar beneath its shade is shorter.,3ON104KXQMPKWD9GHURF9XNNQNW4WV,103.0,670525c759c07ac71560641bf48464ff,lamp,ShapeNet,c1d2b20435cbeea0c0028f3b08785d05,lamp,ShapeNet,False,lamp/ShapeNet/c1d2b20435cbeea0c0028f3b08785d05,lamp/ShapeNet/670525c759c07ac71560641bf48464ff,True,lamp,lamp,2,"['the', 'bar', 'beneath', 'its', 'shade', 'is', 'short', '-er']",8,the bar beneath its shade is short -er,test,train,test,train,"[1, 10, 700, 177, 5, 1873, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124974,124974,user_986,multiple round hanging rods,3ZPPDN2SLXPRCJT1DPT04ZR35BIE9Y,99.0,a130ec5d53e62931d93768e7b9b1eabf,lamp,ShapeNet,77883e18cc08859ddb1afe6c464e7652,lamp,ShapeNet,False,lamp/ShapeNet/77883e18cc08859ddb1afe6c464e7652,lamp/ShapeNet/a130ec5d53e62931d93768e7b9b1eabf,True,lamp,lamp,2,"['multiple', 'round', 'hanging', 'rods']",4,multiple round hanging rods,train,train,train,train,"[1, 258, 134, 818, 1085, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
124975,124975,user_203,The base is not beveled.,3DY4FPOOA3HEIUB92WIWVOFJBTPRV4,103.0,80931bba35ec76db7088591b1a3e2750,lamp,ShapeNet,7f1a429b9df0dee97c36714e9fbbc038,lamp,ShapeNet,False,lamp/ShapeNet/7f1a429b9df0dee97c36714e9fbbc038,lamp/ShapeNet/80931bba35ec76db7088591b1a3e2750,True,lamp,lamp,2,"['the', 'base', 'is', 'not', 'beveled']",5,the base is not beveled,train,train,train,train,"[1, 10, 103, 7, 40, 1144, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124976,124976,user_1696,the shade is flatter,3HMIGG0U4NZP4JRI8YZGB6O83HNY8Q,334.0,80931bba35ec76db7088591b1a3e2750,lamp,ShapeNet,7f1a429b9df0dee97c36714e9fbbc038,lamp,ShapeNet,False,lamp/ShapeNet/7f1a429b9df0dee97c36714e9fbbc038,lamp/ShapeNet/80931bba35ec76db7088591b1a3e2750,True,lamp,lamp,2,"['the', 'shade', 'is', 'flat', '-er']",5,the shade is flat -er,train,train,train,train,"[1, 10, 1873, 7, 129, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124977,124977,user_1156,The target lampshade is larger.,30ZX6P7VFAOONFUU6HPCRSWH4D12JC,37.0,9d1e04bd3df11256bef045a510a22fbb,lamp,ShapeNet,b4aeed70a21518fefcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/b4aeed70a21518fefcb8d8c6d4df8143,lamp/ShapeNet/9d1e04bd3df11256bef045a510a22fbb,False,lamp,lamp,2,"['the', 'target', 'lampshade', 'is', 'large', '-er']",6,the target lampshade is large -er,train,train,train,train,"[1, 10, 11, 3402, 7, 94, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124978,124978,user_2122,has no base,3TDXMTX3CDNGA5TPB1GF54YT73FI6Y,277.0,9d1e04bd3df11256bef045a510a22fbb,lamp,ShapeNet,b4aeed70a21518fefcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/b4aeed70a21518fefcb8d8c6d4df8143,lamp/ShapeNet/9d1e04bd3df11256bef045a510a22fbb,False,lamp,lamp,2,"['has', 'no', 'base']",3,has no base,train,train,train,train,"[1, 24, 123, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124979,124979,user_203,The shades do not have a brim.,378XPAWRUE6HX75S1EXRL90F3M3IAM,144.0,85f8a8c585742c9b96a3517f50eeb9f4,lamp,ShapeNet,43fce04e5e4e22bbba9ea396e14c59f2,lamp,ShapeNet,False,lamp/ShapeNet/43fce04e5e4e22bbba9ea396e14c59f2,lamp/ShapeNet/85f8a8c585742c9b96a3517f50eeb9f4,True,lamp,lamp,2,"['the', 'shades', 'do', 'not', 'have', 'a', 'brim']",7,the shades do not have a brim,train,train,train,train,"[1, 10, 1847, 338, 40, 84, 26, 601, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124980,124980,user_947,Its poles are thinner and longer.,3PDJHANYK79GEAI55JYU5SXE7Q0H64,46.0,85f8a8c585742c9b96a3517f50eeb9f4,lamp,ShapeNet,43fce04e5e4e22bbba9ea396e14c59f2,lamp,ShapeNet,False,lamp/ShapeNet/43fce04e5e4e22bbba9ea396e14c59f2,lamp/ShapeNet/85f8a8c585742c9b96a3517f50eeb9f4,True,lamp,lamp,2,"['its', 'poles', 'are', 'thin', '-er', 'and', 'long', '-er']",8,its poles are thin -er and long -er,train,train,train,train,"[1, 5, 1008, 16, 60, 9, 47, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
124985,124985,user_1696,the center arm is longer,32ZKVD547HG7QES1MPQ0CEIW2MEB3X,276.0,390bc0018f132788fcb8d8c6d4df8143,lamp,ShapeNet,f64e567b44e550c0fcb8d8c6d4df8143,lamp,ShapeNet,True,lamp/ShapeNet/f64e567b44e550c0fcb8d8c6d4df8143,lamp/ShapeNet/390bc0018f132788fcb8d8c6d4df8143,True,lamp,lamp,2,"['the', 'center', 'arm', 'is', 'long', '-er']",6,the center arm is long -er,train,train,train,train,"[1, 10, 165, 517, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
124987,124987,user_1696,the shade is less cylindrical,3KYQYYSHYX0PR0J7JJ1YV7470YLDO0,239.0,dba95c4ca95048982d9c07d3b9171829,lamp,ShapeNet,ef45c648fe3b0dde8449e0b8dd14796b,lamp,ShapeNet,False,lamp/ShapeNet/ef45c648fe3b0dde8449e0b8dd14796b,lamp/ShapeNet/dba95c4ca95048982d9c07d3b9171829,True,lamp,lamp,2,"['the', 'shade', 'is', 'less', 'cylindrical']",5,the shade is less cylindrical,train,train,train,train,"[1, 10, 1873, 7, 229, 176, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124988,124988,user_974,"The target lamp base is rounder, but not quite circular.",3R2UR8A0IC93P6OOAJ2APE7ZGGVOXB,149.0,dba95c4ca95048982d9c07d3b9171829,lamp,ShapeNet,ef45c648fe3b0dde8449e0b8dd14796b,lamp,ShapeNet,False,lamp/ShapeNet/ef45c648fe3b0dde8449e0b8dd14796b,lamp/ShapeNet/dba95c4ca95048982d9c07d3b9171829,True,lamp,lamp,2,"['the', 'target', 'lamp', 'base', 'is', 'round', '-er', 'but', 'not', 'quite', 'circular']",11,the target lamp base is round -er but not quite circular,train,train,train,train,"[1, 10, 11, 295, 103, 7, 134, 9, 207, 40, 1308, 102, 2, 0, 0, 0, 0, 0]",base,,
124989,124989,user_865,Has non ornate base,31LVTDXBL93BMPZFOSGQ8FHHKUKRLG,198.0,796d944631745f69275286bf1f79c201,lamp,ShapeNet,da09a8c73054e9220ca3aeb14e36a45,lamp,ShapeNet,False,lamp/ShapeNet/da09a8c73054e9220ca3aeb14e36a45,lamp/ShapeNet/796d944631745f69275286bf1f79c201,True,lamp,lamp,2,"['has', 'non', 'ornate', 'base']",4,has non ornate base,train,train,train,train,"[1, 24, 455, 191, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124990,124990,user_345,the base is thinner,3OE22WJIGKHETE79KRJRUC3V1YXUQW,33.0,796d944631745f69275286bf1f79c201,lamp,ShapeNet,da09a8c73054e9220ca3aeb14e36a45,lamp,ShapeNet,False,lamp/ShapeNet/da09a8c73054e9220ca3aeb14e36a45,lamp/ShapeNet/796d944631745f69275286bf1f79c201,True,lamp,lamp,2,"['the', 'base', 'is', 'thin', '-er']",5,the base is thin -er,train,train,train,train,"[1, 10, 103, 7, 60, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124991,124991,user_1696,the lower shade is broader,3K4J6M3CXGM31GZXBQXO0XNZO9ZGAG,837.0,43deffcae6d595f3fcb8d8c6d4df8143,lamp,ShapeNet,faa4b839db01b86fcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/faa4b839db01b86fcb8d8c6d4df8143,lamp/ShapeNet/43deffcae6d595f3fcb8d8c6d4df8143,True,lamp,lamp,2,"['the', 'low', '-er', 'shade', 'is', 'broad', '-er']",7,the low -er shade is broad -er,test,train,test,train,"[1, 10, 345, 9, 1873, 7, 336, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124995,124995,user_952,It does not have 3 can shaped objects attached to the pole.,3QAVNHZ3EOXJN8DYMHU4DPS7KQILAO,122.0,e2209dc7b188f4a061f2222dd11ba79b,lamp,ShapeNet,c8ba5b8ad05d553acd017fc6c40a6bea,lamp,ShapeNet,False,lamp/ShapeNet/c8ba5b8ad05d553acd017fc6c40a6bea,lamp/ShapeNet/e2209dc7b188f4a061f2222dd11ba79b,True,lamp,lamp,2,"['it', 'does', 'not', 'have', 'three', 'can', 'shaped', 'objects', 'attached', 'to', 'the', 'pole']",12,it does not have three can shaped objects attached to the pole,train,train,train,train,"[1, 23, 39, 40, 84, 80, 1168, 14, 1110, 115, 58, 10, 1299, 2, 0, 0, 0, 0]",tube,,
124996,124996,user_1339,The shade has a different pattern,33UKMF931BDCLHKC1QNCULSG2T3TT0,137.0,b3ee8dcfd2d814253e793fd9530521a8,lamp,ShapeNet,cdf8043d57863c1b17b431cae0dd70ed,lamp,ShapeNet,False,lamp/ShapeNet/cdf8043d57863c1b17b431cae0dd70ed,lamp/ShapeNet/b3ee8dcfd2d814253e793fd9530521a8,True,lamp,lamp,2,"['the', 'shade', 'has', 'a', 'different', 'pattern']",6,the shade has a different pattern,train,train,train,train,"[1, 10, 1873, 24, 26, 306, 1337, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
124997,124997,user_1696,the upper base is smaller,39DD6S19JR46IABEHNNZHNTWKEPEZW,284.0,b3ee8dcfd2d814253e793fd9530521a8,lamp,ShapeNet,cdf8043d57863c1b17b431cae0dd70ed,lamp,ShapeNet,False,lamp/ShapeNet/cdf8043d57863c1b17b431cae0dd70ed,lamp/ShapeNet/b3ee8dcfd2d814253e793fd9530521a8,True,lamp,lamp,2,"['the', 'upper', 'base', 'is', 'small', '-er']",6,the upper base is small -er,train,train,train,train,"[1, 10, 1050, 103, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
124998,124998,user_1961,It's base gets narrower towards the bottom.,3ITXP059PYCHSEBS0W4IIA9L272SJ7,74.0,82c10d98a1aa65e89730cb37c9a5f63b,lamp,ShapeNet,b2ed672f1d7c2a34664b3b9b23ddfcbc,lamp,ShapeNet,False,lamp/ShapeNet/b2ed672f1d7c2a34664b3b9b23ddfcbc,lamp/ShapeNet/82c10d98a1aa65e89730cb37c9a5f63b,True,lamp,lamp,2,"['it', 'is', 'base', 'gets', 'narrow', '-er', 'towards', 'the', 'bottom']",9,it is base gets narrow -er towards the bottom,train,train,train,train,"[1, 23, 7, 103, 481, 210, 9, 382, 10, 76, 2, 0, 0, 0, 0, 0, 0, 0]",base,,
